,DROPDOWNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SnapChat Story Image Ads,https://forbusiness.snapchat.com/advertising/ad-formats/story-ads,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SnapChat Story Video Ads,https://forbusiness.snapchat.com/advertising/ad-formats/story-ads,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SnapChat Lens AR Image Experiences,https://forbusiness.snapchat.com/advertising/ad-formats/lenses,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SnapChat Lens AR Video Experiences,https://forbusiness.snapchat.com/advertising/ad-formats/lenses,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Line (Japan),Line Image Ads,https://sphereagency.com/articles/line-ads-platform/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Line Video Ads,https://sphereagency.com/articles/line-ads-platform/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Line Carousel Image Ads,https://sphereagency.com/articles/line-ads-platform/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Spotify,Spotify Ads,https://ads.spotify.com/en-IN/ad-experiences/audio-ads-specs/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Telegram,Telegram Text Ads,https://promote.telegram.org/guidelines#1-ad-format,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Grab,Grab Image Ads,https://drive.google.com/file/d/19RZM7Yc6fxAvUPqXY_bFAQBat947pVo5/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Grab Video Ads,https://drive.google.com/file/d/19RZM7Yc6fxAvUPqXY_bFAQBat947pVo5/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Grab Search & Listing Ads,https://drive.google.com/file/d/19RZM7Yc6fxAvUPqXY_bFAQBat947pVo5/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Apple,Apple Search Ads (Basic),https://appradar.com/academy/apple-search-ads/custom-product-pages-assets-requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Apple Search Ads (Advanced),https://appradar.com/academy/apple-search-ads/custom-product-pages-assets-requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,StackAdapt,StackAdapt Image Ads,https://support.sharethrough.com/hc/en-us/articles/360012183792-StackAdapt-Creative-Specs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,StackAdapt Video Ads,https://support.sharethrough.com/hc/en-us/articles/360012183792-StackAdapt-Creative-Specs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,StackAdapt HTML5 Ads,https://support.sharethrough.com/hc/en-us/articles/360012183792-StackAdapt-Creative-Specs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,StackAdapt Native Ads,https://support.sharethrough.com/hc/en-us/articles/360012183792-StackAdapt-Creative-Specs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Taboola,Taboola Image Ads,https://help.taboola.com/hc/en-us/articles/115006880507-Video-Title-and-Thumbnail-Best-Practices,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Taboola Video Ads,https://help.taboola.com/hc/en-us/articles/115006880507-Video-Title-and-Thumbnail-Best-Practices,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OutBrain,OutBrain Image Ads,https://www.outbrain.com/help/ads-specs/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,OutBrain Video Ads,https://www.outbrain.com/help/ads-specs/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bliss,Bliss Standard Banners Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bliss Rich Media Banners Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bliss Rich Media Expandable Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bliss Rich Media Interstitial Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bliss Native Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bliss Instream Video Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bliss Outstream Video Ads,https://blis.com/wp-content/uploads/2021/02/Blis-Creative-Ad-Spec-2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,InSkin,InSkin Pageskin Ads,https://www.inskinmedia.com/pageskin,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,InSkin Shoppable Ads,https://www.inskinmedia.com/shoppable,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,InSkin Video Ads,https://www.inskinmedia.com/video,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,InSkin Baseline Ads,https://www.inskinmedia.com/baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,InSkin Pagescroll Ads,https://www.inskinmedia.com/pagescroll,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,InSkin Superwide Ads,https://www.inskinmedia.com/superwide,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,InSkin Evolve Ads,https://www.inskinmedia.com/evolve,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AdRoll,AdRoll,https://www.adroll.com/one-sheeters/ad-sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wagawin,Wagawin Display Hot or Not Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Display Tree Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Display Sticker Image Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Display Sticker Video Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Display Barometer Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Display Pair Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Chat Image Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Chat Video Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Video Quiz/Poll Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Video Emotion Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Video Sticker Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wagawin Video Barometer Ads,https://www.dropbox.com/s/3r98pohqkoi0iot/Wagawin_Ad%20Specs_APAC_December%202021.pdf?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WeChat,WeChat Moment Image Ads,https://wechatwiki.com/wechat-resources/wechat-moments-advertising-media-buying-cost-ad-format/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WeChat Moment Video Ads,https://wechatwiki.com/wechat-resources/wechat-moments-advertising-media-buying-cost-ad-format/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WeChat Mini Programme Image Ads,https://wechatwiki.com/wechat-resources/wechat-mini-program-advertising-media-buying/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WeChat Mini Programme Video Ads,https://wechatwiki.com/wechat-resources/wechat-mini-program-advertising-media-buying/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WeChat Banner Image Ads,https://wechatwiki.com/wechat-resources/wechat-official-account-advertising-banner-ad-format-cost/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WeChat Banner Video Ads,https://wechatwiki.com/wechat-resources/wechat-official-account-advertising-banner-ad-format-cost/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baidu,Baidu Display Text Ads,https://www.baiduadvertising.com/faq/what-are-baidus-display-advertising-formats/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Baidu Display Image Ads,https://www.baiduadvertising.com/faq/what-are-baidus-display-advertising-formats/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Baidu Display Video Ads,https://www.baiduadvertising.com/faq/what-are-baidus-display-advertising-formats/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Baidu Display Floating Ads,https://www.baiduadvertising.com/faq/what-are-baidus-display-advertising-formats/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hotstar,Hotstar Native-Frame Ads,https://help.brands.hotstar.com/portal/en/kb/articles/what-is-a-native-frame-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hotstar In-Stream Display Ads,https://help.brands.hotstar.com/portal/en/kb/articles/what-is-an-in-stream-display-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hotstar Mid-Roll Ads,https://help.brands.hotstar.com/portal/en/kb/articles/what-is-a-mid-roll-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hotstar Pre-Roll Ads,https://help.brands.hotstar.com/portal/en/kb/articles/what-is-a-pre-roll-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hotstar Spotlight Stub Ads,https://help.brands.hotstar.com/portal/en/kb/articles/what-is-a-spotlight-stub,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zalo,Zalo Display Masthead Ads,https://ads.zalo.me/business/quang-cao-display-dinh-dang-quang-cao-masthead/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Display Fullscreen Ads,https://ads.zalo.me/business/dinh-dang-quang-cao-fullscreen-quang-cao-display-ads/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Display Welcome Ads,https://ads.zalo.me/business/dinh-dang-quang-cao-welcome-quang-cao-display-ads/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Display Half Page Ads,https://ads.zalo.me/business/quang-cao-display-dinh-dang-quang-cao-halfpage/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Display Medium Rectangle Ads,https://ads.zalo.me/business/quang-cao-display-dinh-dang-quang-cao-medium-rectangel/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Form Ads,https://ads.zalo.me/business/huong-dan-tao-quang-cao-form-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Listing Ads,https://ads.zalo.me/business/huong-dan-tao-quang-cao-tin-dang-tren-zalo-listing-ads/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Official Account Ads,https://ads.zalo.me/business/huong-dan-tao-quang-cao-zalo-official-account/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Video Ads,https://ads.zalo.me/business/huong-dan-tao-quang-cao-video/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Post Ads,https://ads.zalo.me/business/quang-cao-bai-viet-tren-zalo/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Product Ads,https://ads.zalo.me/business/huong-dan-tao-quang-cao-san-pham/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zalo Click to web Ads,https://ads.zalo.me/business/huong-dan-quang-cao-website/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Coc Coc,Coc Coc Search Ads,https://qc.coccoc.com/en/support/create-a-search-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Search Banner Ads,https://qc.coccoc.com/en/support/create-a-search-banner-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Search HTML5 Banner Ads,https://qc.coccoc.com/en/support/rules-html5-banners,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Newtab Banner Ads,https://qc.coccoc.com/en/support/create-a-new-tab-banner-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Newtab HTML5 Banner Ads,https://qc.coccoc.com/en/support/rules-html5-banners,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Newtab Browser Ads,https://qc.coccoc.com/en/support/create-a-browser-skin-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Magnetic Masthead Media Banner Ads,https://qc.coccoc.com/en/support/create-a-magnetic-masthead-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Big Native In-feed Banner Ads,https://qc.coccoc.com/en/support/create-a-native-in-feed-banner-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Small Native In-feed Ads,https://qc.coccoc.com/en/support/create-a-small-native-in-feed-banner-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Big In-feed Banner Ads,https://qc.coccoc.com/en/support/create-a-big-in-feed-banner-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Icon Ads,https://qc.coccoc.com/en/support/create-an-icon-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coc Coc Shopping Ads,https://qc.coccoc.com/en/support/create-a-shopping-ad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Naver,Site search power link ads,https://saedu.naver.com/adbiz/searchad/clickChoice.naver,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Shopping search ads,https://saedu.naver.com/adbiz/searchad/shoppingSa.naver,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Power content ads,https://saedu.naver.com/adbiz/searchad/powerContents.naver,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Brand search ads,https://saedu.naver.com/adbiz/searchad/brandSearch.naver,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Place ads,https://saedu.naver.com/adbiz/searchad/placeSearch.naver,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kakao,Kakao Bizboard Ads,https://punchkorea.com/kakaotalk-ads-channel/,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kakao Display Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KakaoTalk Channel Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kakao Daum Shopping Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kakao Video Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kakao Sponsored Board Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Youdao,Youdao Influencer Campaigns Ads,https://youdaoads.com/en-US/services,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Youdao Intergrated Marketing Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Youdao Paid Social Advertising Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Youdao Livestreaming Services Ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Ad types,Status,Keyword Type,Location,,Location of the variation,Competition Level,Match Type,Keywords Status,,,,,Channels,,,,,,,,,,,,,,,,,
Google Search - Prospecting - Generic,Image Traffic Ads,Select Status,Generic,in Singapore,,Behind,Low,Exact,Select Status,,,,,Google Search,,,,,,,,,,,,,,,,,
Google Search - Prospecting - Products,Image Lead Gen Ads,In production,Product,in Malaysia,,In front,Medium,Phrase,Pending Approval,,,,,Google Display,,,,,,,,,,,,,,,,,
Google Search - Prospecting - Brand,Video Traffic Ads,Pending Approval,Brand,in Hong Kong,,,High,Broad,Approved,,,,,Youtube,,,,,,,,,,,,,,,,,
Google Search - Prospecting - Competitors,,Approved,Branded Product,in Australia,,,,BMM,Feedback given,,,,,Facebook ,,,,,,,,,,,,,,,,,
Google Display - Prospecting,Search Ads,Feedback given,Competitors,in Thailand,,,,,,,,,,Instagram,,,,,,,,,,,,,,,,,
Google Videos - Prospecting,Static Display Ads,,,in Phillipines,,,,,,,,,,Linkedin,,,,,,,,,,,,,,,,,
Coc CoC Search - Prospecting - Generic,Responsive Display Ads,,,in Indonesia,,,,,,,,,,TikTok,,,,,,,,,,,,,,,,,
Coc CoC Search - Prospecting - Brand,Video Traffic Ads,,,in Vietnam,,,,,,,,,,Twitter,,,,,,,,,,,,,,,,,
Coc CoC Search - Prospecting - Competitors,Video Lead Gen Ads,,,in Myanmar,,,,,,,,,,Email Marketing,,,,,,,,,,,,,,,,,
Coc CoC Search - Prospecting - Products,YT - Display Ads,,,in Cambodia,,,,,,,,,,Taboola,,,,,,,,,,,,,,,,,
Naver Search - Prospecting - Generic,YT - Overlay Ads,,,in South Korea,,,,,,,,,,Outbrain Standard Ad,,,,,,,,,,,,,,,,,
Naver Search - Prospecting - Products,YT - In-stream Skippable Ads,,,in Japan,,,,,,,,,,Microsoft Bing Search ,,,,,,,,,,,,,,,,,
Naver Search - Prospecting - Brand,YT - In-stream Non-Skippable Ads,,,in India,,,,,,,,,,Microsoft Bing Display,,,,,,,,,,,,,,,,,
Naver Search - Prospecting - Competitors,YT - In-stream Bumper Ads,,,in SriLanka,,,,,,,,,,Yahoo Native,,,,,,,,,,,,,,,,,
Linkedin - Prospecting,YT - Sponsored Cards,,,in Bangladesh,,,,,,,,,,Yahoo Display,,,,,,,,,,,,,,,,,
Facebook - Prospecting,Google Outstream Video Ads,,,in Pakistan,,,,,,,,,,Yahoo Video,,,,,,,,,,,,,,,,,
Twitter - Prospecting,Animated Display Ads,,,in UAE,,,,,,,,,,Yahoo DOOH,,,,,,,,,,,,,,,,,
Google Search - Retargeting,Stories Ads,,,in Saudi Arabia,,,,,,,,,,Coc CoC Search ,,,,,,,,,,,,,,,,,
Coc Coc Search - Retargeting,Carousel Ads,,,,,,,,,,,,,Naver Search,,,,,,,,,,,,,,,,,
Naver Search - Retargeting,Album posts (3 images - main image on the top),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Display - Retargeting,App Install,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Videos - Retargeting,Yahoo Display Banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linkedin - Retargeting,Yahoo Rich Media - motion/animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook - Retargeting,Yahoo MRAID - motion/animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter - Retargeting,Yahoo Display - DCO (Dynamic Creative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instagram Prospecting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbrain Standard Ads - Prospecting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbrain Standard Ads - Retargeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Bing Search - Prospecting - Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Bing Search - Prospecting - Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Bing Search - Prospecting - Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Bing Search - Prospecting - Competitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Bing Display - Prospecting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Bing Display - Retargeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo Video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo DOOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,